YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
1990,9,23,97.97,5.14,7.38,3.68,3.7,137.31,7.76,9.0,5.4,3.6,137.44
1990,9,24,97.93,5.44,7.26,4.26,3.0,135.31,8.11,9.81,5.12,4.69,135.5
1990,9,25,97.97,5.2,8.05,3.02,5.03,9.5,7.69,9.94,4.59,5.34,9.88
1990,9,26,97.9,4.62,6.41,3.46,2.95,11.12,7.03,8.12,4.88,3.24,11.31
1990,9,27,97.84,4.55,6.34,3.53,2.82,221.81,6.77,8.54,5.02,3.52,222.0
1990,9,28,97.84,4.05,5.38,3.2,2.19,163.88,6.14,7.61,4.34,3.27,163.81
1990,9,29,97.88,4.37,5.44,3.48,1.96,83.44,6.73,8.98,4.91,4.06,83.69
1990,9,30,98.01,5.63,6.95,4.15,2.79,11.69,8.13,9.72,6.04,3.68,12.06
1990,10,1,98.17,5.8,7.53,4.14,3.39,195.0,7.95,9.22,6.61,2.62,195.06
1990,10,2,98.06,4.34,6.29,2.9,3.38,320.62,6.29,7.36,4.81,2.55,320.25
1990,10,3,97.96,3.57,4.73,2.86,1.88,235.19,5.3,6.77,3.84,2.93,235.12
1990,10,4,97.92,4.59,6.45,3.53,2.91,165.25,6.82,7.79,6.05,1.74,165.5
1990,10,5,97.98,4.24,5.76,3.12,2.63,226.25,6.4,7.79,5.14,2.65,226.56
1990,10,6,98.03,5.37,7.05,4.08,2.97,95.81,8.06,8.91,6.34,2.57,96.12
1990,10,7,98.03,5.52,7.32,3.84,3.48,50.62,8.03,8.95,6.96,1.99,51.0
1990,10,8,98.06,5.41,7.58,3.95,3.62,11.81,8.16,9.41,5.71,3.7,12.25
1990,10,9,98.16,5.97,7.3,4.59,2.73,43.62,8.88,10.49,7.37,3.12,44.12
1990,10,10,98.11,5.63,7.23,4.07,3.16,9.25,8.43,9.91,6.6,3.31,9.5
1990,10,11,98.12,6.02,8.45,4.38,4.07,71.75,8.81,10.47,6.43,4.04,72.12
1990,10,12,98.28,6.23,7.83,4.32,3.52,224.88,8.69,9.72,7.92,1.8,210.31
1990,10,13,98.13,5.92,7.93,3.58,4.35,220.44,8.41,10.74,6.43,4.31,205.62
1990,10,14,97.79,4.33,6.08,2.98,3.09,274.56,6.26,7.84,4.79,3.05,274.81
1990,10,15,97.86,2.98,3.72,2.02,1.7,316.25,4.43,6.72,2.25,4.47,301.25
1990,10,16,97.95,3.47,4.03,2.69,1.34,327.19,5.25,8.02,3.49,4.54,326.88
1990,10,17,97.81,4.77,6.45,3.29,3.16,332.56,7.21,8.62,5.89,2.73,332.44
1990,10,18,97.93,3.99,5.12,2.82,2.31,340.5,5.91,8.53,4.66,3.87,340.56
1990,10,19,98.03,4.38,6.21,3.23,2.98,210.5,6.77,8.27,5.03,3.24,210.94
1990,10,20,97.91,4.27,5.82,3.05,2.77,182.06,6.44,8.36,4.65,3.72,182.25
1990,10,21,97.91,3.55,5.22,2.43,2.8,294.25,5.25,7.28,3.27,4.02,294.19
1990,10,22,97.98,4.02,6.09,3.07,3.02,179.69,6.21,7.79,3.91,3.88,179.94
1990,10,23,97.91,4.33,5.98,3.51,2.48,216.12,6.76,9.18,4.95,4.23,201.38
1990,10,24,98.0,5.23,6.48,3.45,3.03,276.06,7.73,9.62,5.74,3.88,276.31
1990,10,25,98.28,5.34,6.82,3.23,3.58,96.25,7.38,9.68,5.99,3.69,96.38
1990,10,26,98.21,3.2,5.31,1.06,4.25,236.38,4.55,6.54,1.43,5.11,221.56
1990,10,27,98.05,3.27,4.96,1.48,3.48,322.44,4.58,6.0,2.05,3.95,322.44
1990,10,28,98.06,1.91,3.36,0.65,2.71,109.5,2.77,6.05,0.8,5.26,109.44
1990,10,29,98.0,2.29,4.46,1.26,3.21,169.88,3.02,5.62,1.71,3.91,170.25
1990,10,30,98.11,2.03,3.39,0.9,2.49,94.5,2.65,3.77,1.05,2.73,94.81
1990,10,31,98.19,3.42,4.56,2.17,2.39,17.75,5.0,8.76,2.88,5.88,18.12
1990,11,1,98.15,4.51,7.95,3.23,4.71,104.75,7.16,9.08,4.48,4.6,90.19
1990,11,2,98.05,3.32,4.47,2.27,2.2,68.31,5.29,8.63,2.52,6.11,68.94
1990,11,3,97.98,4.02,5.57,2.99,2.58,117.19,6.36,9.41,3.16,6.24,117.62
1990,11,4,97.96,4.72,7.16,3.61,3.55,24.31,7.62,8.95,3.91,5.04,24.62
1990,11,5,97.97,4.28,6.04,3.13,2.91,13.31,6.77,8.95,3.92,5.02,13.56
1990,11,6,98.0,3.68,4.95,2.55,2.4,126.88,5.73,8.84,3.15,5.69,127.06
1990,11,7,97.94,3.85,4.96,2.63,2.33,151.75,6.15,8.02,3.35,4.66,152.12
1990,11,8,97.87,3.64,4.38,2.48,1.91,332.44,5.8,8.42,3.57,4.85,332.25
1990,11,9,98.06,4.73,6.55,3.62,2.94,337.69,7.2,8.99,5.27,3.73,337.69
1990,11,10,98.27,3.78,4.76,2.88,1.88,289.0,5.83,7.74,4.46,3.28,288.88
1990,11,11,98.49,4.83,6.76,3.81,2.95,142.38,7.3,8.38,5.37,3.02,142.44
1990,11,12,98.57,4.44,6.05,3.34,2.72,17.44,6.68,8.02,5.52,2.5,17.56
1990,11,13,98.5,3.34,4.19,2.84,1.35,90.38,5.2,6.73,3.14,3.59,90.75
1990,11,14,98.26,2.91,3.52,1.71,1.81,72.0,4.34,6.37,2.1,4.27,72.81
1990,11,15,98.09,1.59,3.21,0.16,3.05,191.94,2.12,5.1,0.2,4.9,191.94
1990,11,16,98.24,2.23,4.23,0.38,3.85,110.25,3.35,7.99,0.5,7.48,96.12
1990,11,17,98.31,3.57,4.45,2.22,2.23,130.69,5.51,7.75,3.08,4.67,131.25
1990,11,18,98.06,2.46,3.79,0.73,3.05,34.0,3.87,6.93,0.73,6.2,35.5
1990,11,19,97.65,2.14,3.21,0.84,2.37,203.56,3.09,5.32,0.91,4.41,203.19
1990,11,20,97.89,4.84,6.6,3.19,3.41,334.5,7.16,8.71,5.72,2.99,334.62
1990,11,21,98.43,4.56,5.8,3.67,2.13,68.0,7.09,8.22,5.23,2.98,68.25
1990,11,22,98.5,4.84,6.91,3.39,3.51,41.06,7.63,9.12,4.9,4.21,41.5
1990,11,23,98.34,4.45,5.88,3.45,2.44,247.81,6.95,8.62,5.02,3.61,233.19
1990,11,24,98.16,2.63,3.73,1.77,1.97,320.81,4.05,7.41,1.77,5.64,305.94
1990,11,25,98.2,2.88,3.47,1.89,1.59,249.88,4.12,5.77,2.7,3.08,249.62
1990,11,26,98.29,4.01,6.05,2.57,3.48,138.94,6.3,8.8,3.2,5.61,139.12
1990,11,27,98.36,4.27,5.73,3.26,2.47,42.56,6.8,8.74,4.68,4.05,42.88
1990,11,28,98.3,3.59,4.75,2.34,2.41,55.62,5.73,8.33,3.3,5.02,56.06
1990,11,29,98.09,2.29,3.45,0.9,2.56,155.06,3.3,6.34,0.87,5.47,155.44
1990,11,30,97.92,2.16,3.02,1.31,1.71,226.0,2.95,4.81,1.77,3.04,225.75
1990,12,1,97.96,1.82,2.53,0.35,2.18,180.19,2.42,3.87,0.47,3.4,180.25
1990,12,2,97.78,2.28,3.35,1.42,1.93,164.56,3.36,5.69,1.72,3.97,164.5
1990,12,3,97.85,2.85,4.56,0.62,3.94,263.38,4.48,8.66,0.84,7.83,262.88
1990,12,4,98.23,3.76,5.36,2.5,2.87,237.56,5.52,7.41,3.71,3.69,237.5
1990,12,5,98.12,2.88,4.41,1.15,3.27,245.56,4.38,7.24,1.24,6.0,245.38
1990,12,6,98.28,3.34,4.52,2.73,1.78,16.06,4.95,6.07,3.79,2.27,16.12
1990,12,7,98.29,2.64,3.8,0.24,3.55,59.88,4.47,7.28,0.06,7.22,60.12
1990,12,8,98.22,3.04,4.23,0.67,3.55,100.0,5.31,8.4,0.95,7.44,99.75
1990,12,9,98.26,5.59,7.12,4.25,2.88,38.25,8.23,9.26,7.02,2.24,38.69
1990,12,10,98.11,4.13,5.79,3.23,2.55,169.94,6.49,7.7,4.83,2.87,170.12
1990,12,11,97.97,2.46,3.79,1.74,2.05,79.44,3.71,7.51,1.84,5.67,79.62
1990,12,12,97.87,2.73,4.66,1.25,3.41,164.44,3.83,7.82,1.68,6.14,164.81
1990,12,13,97.9,5.16,7.6,3.78,3.82,240.75,8.23,9.3,6.77,2.54,240.81
1990,12,14,98.34,3.78,5.6,2.59,3.02,110.5,5.72,7.5,4.13,3.37,110.62
1990,12,15,98.48,3.77,5.54,2.61,2.93,10.5,5.74,6.48,4.31,2.16,10.56
1990,12,16,98.48,3.96,5.57,3.19,2.38,113.19,6.07,7.14,4.6,2.54,113.12
1990,12,17,98.5,4.26,6.7,2.87,3.84,17.5,6.69,7.76,4.94,2.82,17.69
1990,12,18,98.42,4.05,6.05,2.98,3.06,59.0,6.27,7.45,3.71,3.74,59.31
1990,12,19,98.23,2.41,3.53,1.3,2.24,99.06,3.37,6.64,1.77,4.88,99.31
1990,12,20,98.22,3.66,5.73,0.45,5.27,295.62,5.45,7.84,0.59,7.24,295.88
1990,12,21,98.57,4.15,6.51,3.16,3.35,125.25,6.52,7.54,4.73,2.8,125.44
1990,12,22,98.64,4.47,6.33,3.45,2.88,23.94,7.05,8.8,4.66,4.14,24.19
1990,12,23,98.45,3.63,6.28,2.23,4.05,58.81,5.34,7.3,3.64,3.66,59.19
1990,12,24,98.15,2.6,3.71,1.28,2.43,239.81,3.8,6.3,1.8,4.51,239.31
1990,12,25,98.12,2.9,3.8,1.15,2.65,119.75,4.77,6.88,1.2,5.67,119.12
1990,12,26,98.23,4.51,6.46,3.23,3.23,15.5,7.06,8.9,4.63,4.27,15.94
1990,12,27,98.34,4.09,4.61,3.53,1.08,124.06,6.42,8.21,4.47,3.74,124.5
1990,12,28,98.46,3.52,4.94,2.12,2.83,277.75,5.54,7.41,2.77,4.64,277.81
1990,12,29,98.49,4.8,6.52,3.2,3.32,107.88,7.24,8.94,5.34,3.6,78.12
1990,12,30,98.4,5.29,7.23,3.84,3.4,290.31,7.53,8.41,5.31,3.09,260.69
1990,12,31,98.33,4.08,6.55,2.49,4.07,328.94,6.12,7.73,3.84,3.89,329.38
1991,1,1,98.37,5.2,8.12,2.89,5.24,327.69,7.92,9.54,5.23,4.3,328.12
1991,1,2,98.62,4.03,5.11,2.87,2.24,341.81,6.05,8.95,4.58,4.38,342.0
1991,1,3,98.55,3.59,4.75,2.92,1.83,320.62,5.38,6.72,4.2,2.52,320.88
1991,1,4,98.53,4.3,6.47,3.19,3.28,333.81,6.61,7.46,4.73,2.73,334.06
1991,1,5,98.61,3.59,5.17,2.6,2.58,171.38,5.25,6.45,4.17,2.27,172.25
1991,1,6,98.46,2.44,3.53,0.45,3.09,272.0,3.69,6.26,0.38,5.88,256.81
1991,1,7,98.37,3.62,5.18,2.84,2.34,331.06,5.62,6.89,3.09,3.8,331.12
1991,1,8,98.59,3.69,4.96,2.45,2.52,304.69,5.52,7.24,3.56,3.68,305.0
1991,1,9,98.76,4.13,5.09,3.43,1.66,263.06,6.66,8.4,4.27,4.12,233.5
1991,1,10,98.73,4.64,6.9,3.16,3.73,165.0,7.34,8.77,4.35,4.42,165.56
1991,1,11,98.48,4.04,5.12,3.28,1.84,340.5,6.45,8.67,3.84,4.83,340.81
1991,1,12,98.22,4.18,6.03,3.23,2.8,289.81,6.4,7.16,4.86,2.31,290.06
1991,1,13,98.27,3.82,5.18,1.4,3.78,230.94,5.27,6.75,1.98,4.77,231.31
1991,1,14,98.53,2.06,3.02,0.81,2.2,185.31,2.83,4.84,0.95,3.88,186.06
1991,1,15,98.55,2.73,3.91,1.95,1.97,115.38,3.67,4.27,2.45,1.83,115.31
1991,1,16,98.35,2.47,3.2,1.95,1.26,327.94,3.48,4.86,2.33,2.53,328.0
1991,1,17,98.24,2.5,3.45,1.78,1.67,328.25,3.84,6.49,1.95,4.54,328.38
1991,1,18,98.32,3.42,4.04,2.84,1.2,308.62,5.21,7.3,3.63,3.67,278.88
1991,1,19,98.39,3.52,5.37,2.62,2.74,302.44,5.21,6.39,3.18,3.21,302.44
1991,1,20,98.6,3.0,4.31,1.78,2.52,302.81,4.36,6.67,2.77,3.9,302.88
1991,1,21,98.78,3.57,4.52,3.12,1.41,332.81,5.44,6.7,3.59,3.11,333.0
1991,1,22,98.81,4.09,6.65,2.55,4.09,345.81,6.46,7.8,3.0,4.8,345.88
1991,1,23,98.75,3.92,5.3,3.2,2.11,344.06,6.22,7.97,3.91,4.06,344.31
1991,1,24,98.59,4.41,7.18,2.69,4.48,244.69,6.93,8.62,3.23,5.39,244.94
1991,1,25,98.71,5.08,8.17,3.63,4.54,321.38,7.85,9.4,5.09,4.3,321.62
1991,1,26,98.87,5.32,9.06,3.28,5.78,322.75,7.96,10.35,5.22,5.14,323.06
1991,1,27,98.99,2.77,3.91,1.8,2.1,42.19,4.11,7.23,2.61,4.62,42.31
1991,1,28,98.5,2.99,4.66,1.84,2.81,148.31,4.15,7.47,2.83,4.64,148.31
1991,1,29,97.98,5.18,7.75,3.15,4.6,266.94,7.75,10.48,5.49,4.99,267.38
1991,1,30,97.97,4.66,6.95,3.18,3.77,280.0,7.16,8.64,5.17,3.47,280.44
1991,1,31,98.33,4.63,7.2,2.76,4.45,291.44,6.8,8.52,4.29,4.23,291.81
1991,2,1,98.49,2.62,3.4,1.64,1.76,310.62,3.83,6.28,2.08,4.2,310.56
1991,2,2,98.44,3.31,5.77,0.3,5.47,222.31,4.96,7.17,0.31,6.86,222.5
1991,2,3,98.61,3.89,4.88,3.43,1.45,287.75,6.18,8.28,3.77,4.51,287.75
1991,2,4,98.61,3.99,6.27,2.7,3.57,26.81,5.75,7.35,4.48,2.87,27.06
1991,2,5,98.07,2.91,3.88,1.3,2.58,129.81,4.53,7.16,1.84,5.33,130.25
1991,2,6,98.06,5.12,7.59,3.71,3.88,282.62,7.95,9.19,6.34,2.84,282.94
1991,2,7,98.51,5.64,8.12,3.9,4.23,327.94,8.55,9.4,6.3,3.09,328.25
1991,2,8,98.73,4.24,6.34,3.05,3.3,222.5,6.38,7.57,4.3,3.27,222.5
1991,2,9,98.78,3.35,4.52,2.55,1.98,19.94,4.91,6.51,3.09,3.41,20.19
1991,2,10,98.71,3.7,5.5,2.3,3.2,177.94,5.74,7.8,2.46,5.34,177.81
1991,2,11,98.63,4.32,6.54,3.08,3.46,137.81,6.63,7.53,3.55,3.98,122.81
1991,2,12,98.43,2.22,3.47,1.31,2.16,137.88,3.19,6.2,1.78,4.42,138.31
1991,2,13,98.29,2.78,5.13,0.59,4.55,233.06,3.7,5.69,0.78,4.91,233.06
1991,2,14,98.47,2.12,3.54,1.3,2.23,65.0,2.77,4.21,1.63,2.57,64.38
1991,2,15,98.19,2.83,3.56,1.98,1.59,162.44,4.32,6.77,2.12,4.66,162.69
1991,2,16,97.95,4.14,6.54,3.18,3.36,274.44,6.22,7.54,4.02,3.52,274.38
1991,2,17,98.28,4.27,6.4,2.68,3.73,223.19,5.88,7.2,4.58,2.62,223.25
1991,2,18,98.32,2.66,3.38,1.57,1.81,42.94,3.98,6.38,2.06,4.31,43.0
1991,2,19,97.9,3.69,5.83,2.39,3.44,212.69,5.52,7.93,3.2,4.73,213.0
1991,2,20,97.89,4.18,5.72,2.95,2.77,102.88,6.12,7.95,4.38,3.57,103.19
1991,2,21,97.92,2.8,3.7,1.7,1.98,80.81,4.06,7.0,2.3,4.7,81.31
1991,2,22,97.99,5.12,7.81,3.05,4.77,257.44,7.82,8.93,6.06,2.86,257.06
1991,2,23,98.25,3.34,4.38,2.59,1.78,326.56,4.95,5.9,3.12,2.77,326.38
1991,2,24,98.08,3.55,5.94,1.71,4.23,304.44,5.68,7.39,1.87,5.52,304.0
1991,2,25,98.02,4.12,5.82,3.09,2.73,297.56,6.16,7.48,4.89,2.59,297.44
1991,2,26,98.19,3.77,5.03,2.49,2.54,295.25,5.66,7.76,3.53,4.22,295.38
1991,2,27,98.43,4.82,7.74,3.06,4.68,310.56,7.2,8.7,5.69,3.02,310.69
1991,2,28,98.59,2.73,3.58,1.57,2.01,168.81,4.12,6.56,1.61,4.95,169.06
1991,3,1,98.4,1.84,2.46,1.08,1.38,110.31,2.45,3.75,1.09,2.65,109.31
1991,3,2,98.4,3.09,4.66,1.79,2.86,30.31,4.41,6.38,2.58,3.8,30.44
1991,3,3,98.17,2.12,3.26,0.33,2.93,52.12,3.16,6.54,0.42,6.12,52.69
1991,3,4,97.57,3.52,5.76,1.19,4.57,220.62,5.06,9.19,1.63,7.55,221.06
1991,3,5,97.89,8.63,11.48,5.71,5.77,307.88,10.88,13.41,8.17,5.24,308.25
1991,3,6,98.55,5.73,8.1,3.24,4.87,318.62,7.92,9.41,5.96,3.45,319.5
1991,3,7,98.79,2.45,3.75,0.84,2.91,215.5,3.82,7.53,0.83,6.7,216.25
1991,3,8,98.67,3.51,4.83,2.69,2.14,11.81,4.89,5.95,3.16,2.78,11.88
1991,3,9,98.24,3.87,5.27,2.83,2.44,114.81,5.58,6.72,3.73,2.98,114.88
1991,3,10,97.8,2.25,3.38,1.07,2.3,138.38,3.08,5.23,1.31,3.92,138.56
1991,3,11,97.74,4.61,6.91,3.09,3.82,311.75,6.97,9.6,5.11,4.48,311.69
1991,3,12,97.89,3.56,5.47,1.57,3.9,300.5,5.26,7.3,2.08,5.22,300.62
1991,3,13,98.01,2.88,3.91,1.99,1.92,284.12,4.0,6.05,2.49,3.55,283.75
1991,3,14,98.1,2.7,4.24,0.23,4.01,117.69,4.12,7.27,0.46,6.81,117.31
1991,3,15,97.89,3.88,5.42,2.55,2.87,151.19,6.27,9.12,3.79,5.34,151.88
1991,3,16,97.55,4.48,5.25,3.91,1.34,207.44,7.72,9.51,4.29,5.22,207.75
1991,3,17,97.32,4.26,6.74,0.76,5.98,220.19,6.61,9.67,1.09,8.58,220.06
1991,3,18,97.75,5.08,7.38,3.11,4.27,296.38,7.27,9.32,5.8,3.52,296.69
1991,3,19,98.04,5.03,7.6,3.52,4.09,61.25,7.3,8.51,5.18,3.33,61.69
1991,3,20,97.8,3.93,4.97,1.91,3.06,44.62,5.63,7.64,3.34,4.3,45.06
1991,3,21,97.41,4.42,6.56,2.06,4.49,131.69,5.96,7.96,2.8,5.16,133.25
1991,3,22,97.42,7.26,9.89,4.12,5.77,289.5,9.59,11.27,7.19,4.09,289.81
1991,3,23,97.74,5.95,7.84,4.07,3.77,299.06,8.47,9.4,5.85,3.55,299.5
1991,3,24,97.82,3.66,5.27,0.8,4.48,309.75,5.27,8.86,1.05,7.8,310.0
1991,3,25,97.92,2.15,4.09,0.54,3.55,144.25,3.02,6.22,0.63,5.59,144.81
1991,3,26,97.81,4.02,5.71,2.44,3.27,13.12,6.05,8.62,2.58,6.05,13.38
1991,3,27,97.68,2.1,3.86,1.12,2.75,48.06,3.12,7.88,1.34,6.53,48.75
1991,3,28,97.67,2.08,3.51,0.53,2.98,92.75,2.84,5.49,0.7,4.8,93.12
1991,3,29,97.79,2.82,4.53,1.34,3.19,205.62,4.06,7.28,1.56,5.73,204.81
1991,3,30,98.06,5.39,6.78,3.91,2.88,139.19,8.03,9.62,6.16,3.45,139.44
1991,3,31,97.93,4.06,4.9,2.83,2.07,109.38,5.95,8.8,4.06,4.73,109.06
1991,4,1,97.52,2.18,3.89,0.41,3.48,154.5,2.85,5.73,0.55,5.19,154.56
1991,4,2,97.12,5.8,10.16,2.73,7.44,220.88,8.42,11.91,4.52,7.39,221.38
1991,4,3,97.39,3.49,4.36,2.52,1.84,292.5,5.36,8.15,3.85,4.3,291.62
1991,4,4,97.6,5.08,6.65,2.95,3.7,78.38,7.02,9.7,2.87,6.84,77.81
1991,4,5,97.61,6.15,8.64,2.62,6.02,54.31,7.7,10.79,2.41,8.38,54.94
1991,4,6,97.75,4.56,6.75,2.31,4.44,76.0,6.12,9.12,3.72,5.4,75.94
1991,4,7,97.47,2.98,4.34,1.2,3.13,142.38,4.37,7.48,1.69,5.8,143.31
1991,4,8,97.77,7.34,10.8,3.38,7.44,310.19,9.63,12.73,6.71,6.02,310.38
1991,4,9,98.08,5.1,7.26,3.24,4.02,325.5,7.48,8.23,6.2,2.05,325.56
1991,4,10,98.25,4.37,6.16,2.9,3.27,336.25,6.6,8.85,3.82,5.02,336.12
1991,4,11,98.41,4.11,5.63,3.04,2.59,86.44,6.08,7.22,5.08,2.14,86.06
1991,4,12,98.29,3.66,5.66,2.01,3.66,34.12,5.52,7.62,3.3,4.32,34.25
1991,4,13,98.05,2.43,3.66,1.41,2.26,86.75,3.6,7.38,1.73,5.64,88.06
1991,4,14,97.82,3.06,5.41,1.7,3.71,194.19,4.49,10.06,2.4,7.67,194.62
1991,4,15,97.92,5.42,7.26,3.73,3.52,340.0,8.07,10.04,6.17,3.87,339.75
1991,4,16,97.88,4.36,5.73,3.17,2.56,210.75,6.45,8.63,5.09,3.55,210.5
1991,4,17,97.84,3.38,4.77,2.12,2.64,59.56,5.21,7.36,2.27,5.09,59.19
1991,4,18,97.95,3.12,5.69,1.66,4.02,69.25,4.48,7.41,2.41,5.0,69.56
1991,4,19,97.77,3.75,4.78,2.65,2.14,142.69,5.27,6.94,4.04,2.89,143.06
1991,4,20,97.71,2.77,4.05,0.39,3.66,168.38,4.09,6.65,0.52,6.13,169.06
1991,4,21,97.81,3.7,5.14,0.65,4.48,83.62,5.77,8.4,0.62,7.77,84.88
1991,4,22,97.59,4.52,8.76,2.25,6.51,157.5,6.46,10.02,3.71,6.3,157.44
1991,4,23,97.52,2.85,4.59,1.39,3.2,262.75,4.15,6.53,1.64,4.89,261.44
1991,4,24,97.58,5.05,11.65,2.66,8.99,312.38,6.82,14.38,3.79,10.59,311.69
1991,4,25,97.65,5.7,10.06,1.53,8.53,177.62,6.85,11.02,1.85,9.16,177.44
1991,4,26,97.74,4.19,9.54,1.51,8.03,99.19,5.59,12.02,1.67,10.35,100.62
1991,4,27,97.82,6.2,9.19,3.51,5.68,59.19,7.98,10.74,4.55,6.2,60.0
1991,4,28,97.51,4.77,8.04,1.17,6.88,75.12,7.04,10.47,1.23,9.24,76.38
1991,4,29,97.28,5.9,9.12,0.82,8.3,168.19,8.39,10.8,1.33,9.46,168.56
1991,4,30,97.53,7.16,11.52,4.44,7.09,259.0,8.86,13.99,6.94,7.05,259.31
1991,5,1,98.03,7.62,10.44,3.13,7.3,212.0,9.67,12.66,6.41,6.25,212.12
1991,5,2,98.24,6.63,8.73,3.49,5.23,11.0,8.46,9.85,6.52,3.34,11.5
1991,5,3,98.17,5.85,8.61,4.09,4.52,66.94,8.1,10.3,6.07,4.23,67.5
1991,5,4,98.09,5.49,7.52,4.11,3.41,71.94,8.2,9.84,6.38,3.48,72.56
1991,5,5,97.83,4.0,4.87,3.23,1.64,141.25,6.13,8.81,4.24,4.58,111.81
1991,5,6,97.66,4.76,6.72,3.76,2.97,54.62,7.38,9.53,4.18,5.35,55.0
1991,5,7,97.55,3.28,6.14,0.23,5.91,58.56,4.73,8.88,0.3,8.59,59.12
1991,5,8,97.57,2.71,4.05,0.21,3.84,97.44,4.04,7.55,0.12,7.42,98.81
1991,5,9,97.9,7.07,10.1,3.87,6.23,34.5,9.76,11.91,6.77,5.14,35.19
1991,5,10,97.89,4.02,6.08,2.23,3.85,49.38,6.37,10.44,2.46,7.98,49.94
1991,5,11,97.72,3.64,4.66,2.83,1.84,110.5,5.84,9.11,3.3,5.82,111.31
1991,5,12,97.61,5.1,7.2,3.23,3.97,65.69,7.7,11.03,4.72,6.31,65.81
1991,5,13,97.48,3.52,7.05,1.54,5.52,94.81,4.95,9.45,2.24,7.2,95.0
1991,5,14,97.25,4.32,6.98,2.69,4.29,155.25,5.99,7.88,4.2,3.69,155.12
1991,5,15,97.08,7.45,11.92,2.73,9.19,255.38,9.38,14.21,4.27,9.95,255.38
1991,5,16,97.87,6.79,7.99,3.91,4.09,320.31,8.37,9.99,7.07,2.92,319.88
1991,5,17,98.11,6.29,8.92,2.32,6.6,144.19,7.97,10.83,4.7,6.12,144.12
1991,5,18,97.93,5.69,7.58,2.34,5.24,83.38,7.62,9.08,4.73,4.34,83.75
1991,5,19,97.68,4.16,4.86,3.26,1.6,185.0,6.16,8.87,3.7,5.17,185.12
1991,5,20,97.91,5.73,8.99,2.5,6.49,93.88,7.58,11.38,2.96,8.41,93.94
1991,5,21,98.39,7.61,9.02,5.55,3.47,69.56,9.35,10.31,7.93,2.38,69.75
1991,5,22,98.46,7.15,8.98,4.3,4.68,80.56,9.21,10.07,8.38,1.68,80.62
1991,5,23,98.12,5.27,6.64,3.05,3.58,84.81,7.18,8.89,6.09,2.8,84.69
1991,5,24,97.86,3.94,5.29,2.19,3.1,16.62,5.45,6.5,3.45,3.05,16.56
1991,5,25,97.92,4.87,9.02,2.73,6.29,223.44,6.63,10.47,3.88,6.59,238.06
1991,5,26,98.18,6.61,9.68,2.23,7.46,276.19,8.21,11.2,4.26,6.95,275.88
1991,5,27,98.13,5.84,7.66,2.88,4.78,110.38,7.57,8.69,5.69,2.99,110.38
1991,5,28,98.06,5.92,7.83,3.56,4.27,139.31,7.64,8.65,6.45,2.2,139.19
1991,5,29,97.94,3.68,5.41,2.33,3.08,152.75,4.98,6.05,3.71,2.34,152.88
1991,5,30,98.05,4.56,5.7,2.85,2.86,194.06,6.41,7.71,4.7,3.02,193.81
1991,5,31,98.07,4.57,6.17,3.44,2.73,116.31,6.75,7.85,4.27,3.58,131.12
1991,6,1,97.99,4.33,5.7,3.19,2.52,24.31,6.46,7.84,3.51,4.33,24.31
1991,6,2,97.93,4.34,5.91,3.16,2.75,41.88,6.62,8.96,4.69,4.27,41.88
1991,6,3,97.74,3.94,5.02,3.12,1.89,106.19,6.12,8.67,3.86,4.81,106.0
1991,6,4,97.59,5.5,7.65,3.27,4.37,30.25,8.1,11.0,4.4,6.59,30.56
1991,6,5,97.67,5.27,7.48,3.38,4.1,62.06,7.98,10.11,4.23,5.88,62.38
1991,6,6,97.76,6.7,9.0,3.41,5.59,194.5,9.09,10.75,6.88,3.88,194.75
1991,6,7,97.78,6.27,8.1,4.16,3.95,219.5,8.58,9.18,7.66,1.52,219.5
1991,6,8,97.63,5.28,7.01,3.91,3.1,222.94,7.66,8.24,6.54,1.7,222.94
1991,6,9,97.57,3.49,4.66,1.99,2.67,204.62,5.06,8.77,2.9,5.88,189.31
1991,6,10,97.51,3.09,5.16,1.55,3.62,314.75,4.38,9.23,2.16,7.08,315.0
1991,6,11,97.56,5.22,6.38,3.52,2.87,222.69,7.23,9.67,6.14,3.53,237.62
1991,6,12,97.49,5.09,7.46,3.66,3.81,255.81,7.38,8.48,5.55,2.93,255.56
1991,6,13,97.46,3.66,4.8,2.55,2.27,271.94,5.47,8.11,3.16,4.96,271.38
1991,6,14,97.55,4.05,5.62,2.61,3.02,313.5,5.97,7.82,2.99,4.83,313.19
1991,6,15,97.77,4.0,5.91,2.55,3.35,129.31,5.66,6.63,4.02,2.62,128.88
1991,6,16,97.8,4.6,6.05,3.26,2.79,16.88,6.7,8.49,5.61,2.88,17.06
1991,6,17,97.75,4.7,6.05,3.59,2.48,145.5,7.04,8.7,5.41,3.28,145.88
1991,6,18,97.6,4.48,5.55,3.36,2.2,179.62,6.62,9.03,5.27,3.76,180.0
1991,6,19,97.46,5.52,7.12,3.95,3.18,257.06,8.16,9.68,6.7,2.98,257.12
1991,6,20,97.4,5.12,7.69,3.12,4.55,306.81,7.66,9.55,4.09,5.46,306.75
1991,6,21,97.47,4.95,7.46,3.14,4.32,24.62,7.39,9.73,3.57,6.16,24.88
